ID,Title,Artist,URL,Release Date,Producer,Featured Artist,Sample
2894683,Motivation (Extended),Canon,https://genius.com/Canon-motivation-extended-lyrics,2014-01-01,Canon,Social Club Misfits,
243314,My City,Canon,https://genius.com/Canon-my-city-lyrics,2013-10-13,Supe,,
2345397,My City (Shades Remix),Canon,https://genius.com/Canon-my-city-shades-remix-lyrics,,Shades (Producer),,
2865020,My Little Baby,Canon,https://genius.com/Canon-my-little-baby-lyrics,2016-11-04,,TJ Pompeo,
2894689,Oh Lawdy,Canon,https://genius.com/Canon-oh-lawdy-lyrics,2012-01-01,,,2Pac
243306,Out of Tune,Canon,https://genius.com/Canon-out-of-tune-lyrics,2013-10-13,"Canon,Joseph Prielozny,Dirty Rice,Derek Minor","Deraj,Derek Minor",
2876550,Over Do It,Canon,https://genius.com/Canon-over-do-it-lyrics,2016-10-10,Canon,Derek Minor,
2849951,Point Of View,Canon,https://genius.com/Canon-point-of-view-lyrics,2014-10-07,Cardec Drums,"Adia,Tragic Hero",
76521,Poppin Off,Canon,https://genius.com/Canon-poppin-off-lyrics,,,Natalie Lauren,
2894675,Put Me On,Canon,https://genius.com/Canon-put-me-on-lyrics,2014-01-01,Kenneth Aldredge,"Derek Minor,Reconcile",
2848061,Reach Into The Night,Canon,https://genius.com/Canon-reach-into-the-night-lyrics,2014-10-07,,"Shonlock,TJ Pompeo",
243266,Relations,Canon,https://genius.com/Canon-relations-lyrics,2013-10-13,Wit,Sean C. Johnson,
2865014,Renegade,Canon,https://genius.com/Canon-renegade-lyrics,2016-11-04,,,
1643251,Runaway,Canon,https://genius.com/Canon-runaway-lyrics,,,,
1953835,Say Yeah,Canon,https://genius.com/Canon-say-yeah-lyrics,,,,
1816519,Spaceship,Canon,https://genius.com/Canon-spaceship-lyrics,,,,
243297,Special,Canon,https://genius.com/Canon-special-lyrics,2013-09-13,"Kurt Denmark,Swade",Courtney Orlando,
1318473,Stupid,Canon,https://genius.com/Canon-stupid-lyrics,,,,
2852541,Switch'Em,Canon,https://genius.com/Canon-switchem-lyrics,2011-10-04,,Brothatone,
3022024,Take It All Away,Canon,https://genius.com/Canon-take-it-all-away-lyrics,2016-02-11,,,
2421988,Take It All Away (Extended Version),Canon,https://genius.com/Canon-take-it-all-away-extended-version-lyrics,2016-02-12,,,
2852666,Tell It All,Canon,https://genius.com/Canon-tell-it-all-lyrics,,,,
2853941,The Family,Canon,https://genius.com/Canon-the-family-lyrics,2016-09-09,Canon,,
243309,The Road,Canon,https://genius.com/Canon-the-road-lyrics,,"Thurston Lopes,Kurt Denmark,Canon",Thurston Lopes,
2373970,The Warm Up,Canon,https://genius.com/Canon-the-warm-up-lyrics,2015-11-20,Canon,,
514885,Trippen,Canon,https://genius.com/Canon-trippen-lyrics,2014-09-04,Eighty7,,
2297809,Trippen (Blind World Album Version),Canon,https://genius.com/Canon-trippen-blind-world-album-version-lyrics,,,,
240248,Walk With Me,Canon,https://genius.com/Canon-walk-with-me-lyrics,2013-10-15,Heat Academy,,
243296,What It Sounds Like,Canon,https://genius.com/Canon-what-it-sounds-like-lyrics,2013-10-13,Canon,Kerwin Richards,
436980,Work,Canon,https://genius.com/Canon-work-lyrics,2012-07-02,Street Symphony,,
2849958,Yeen Bout Dat Life,Canon,https://genius.com/Canon-yeen-bout-dat-life-lyrics,2012-10-19,,,
990278,You Are Beautiful,Canon,https://genius.com/Canon-you-are-beautiful-lyrics,,,,
2830516,4 Be Be,Chali 2na,https://genius.com/Chali-2na-4-be-be-lyrics,2009-06-27,,Ming Xia,
556540,Against the Current,Chali 2na,https://genius.com/Chali-2na-against-the-current-lyrics,,,Ming Xia,
506756,Alone,Chali 2na,https://genius.com/Chali-2na-alone-lyrics,,,Ozomatli,
2165957,Carry Go Bring Come,Chali 2na,https://genius.com/Chali-2na-carry-go-bring-come-lyrics,,,Delly Ranx,
2146200,Chali Bronson,Chali 2na,https://genius.com/Chali-2na-chali-bronson-lyrics,,,,
360638,Comin' Thru,Chali 2na,https://genius.com/Chali-2na-comin-thru-lyrics,2009-06-26,DJ Nu-Mark,,
356311,Controlled Coincidence,Chali 2na,https://genius.com/Chali-2na-controlled-coincidence-lyrics,2009-01-01,,Kanetic Source,
2165959,Cuban Woman,Chali 2na,https://genius.com/Chali-2na-cuban-woman-lyrics,,,"Ozomatli,Garfield",
269045,Don't Stop,Chali 2na,https://genius.com/Chali-2na-dont-stop-lyrics,2011-01-01,,Anthony Hamilton,
2122288,Do this for you feat. chali 2na - original mix,Chali 2na,https://genius.com/Chali-2na-do-this-for-you-feat-chali-2na-original-mix-lyrics,,,,
2076576,Full contact,Chali 2na,https://genius.com/Chali-2na-full-contact-lyrics,,,,
2013347,Get focused,Chali 2na,https://genius.com/Chali-2na-get-focused-lyrics,,,,B.T. Express
2093396,Graff time,Chali 2na,https://genius.com/Chali-2na-graff-time-lyrics,,,,
1991834,Guns up,Chali 2na,https://genius.com/Chali-2na-guns-up-lyrics,,,,
2439347,Guns Up (NV),Chali 2na,https://genius.com/Chali-2na-guns-up-nv-lyrics,2009-06-27,Stephen Marley,"Stephen Marley,Damian Marley",
101237,International,Chali 2na,https://genius.com/Chali-2na-international-lyrics,,DJ Babu,Beenie Man,
1817918,Join the Dots,Chali 2na,https://genius.com/Chali-2na-join-the-dots-lyrics,,,,
745020,Jungle Sometimes,Chali 2na,https://genius.com/Chali-2na-jungle-sometimes-lyrics,,,My Son Jeru Salaam,
1948554,Keep goin',Chali 2na,https://genius.com/Chali-2na-keep-goin-lyrics,,,,
735270,Let's Start,Chali 2na,https://genius.com/Chali-2na-lets-start-lyrics,,,"Nigel Hall,Cx",
13254,Lock Shit Down,Chali 2na,https://genius.com/Chali-2na-lock-shit-down-lyrics,,Jake One,Talib Kweli,
132247,Love's Gonna Getcha,Chali 2na,https://genius.com/Chali-2na-loves-gonna-getcha-lyrics,,,,
2165956,Maintain,Chali 2na,https://genius.com/Chali-2na-maintain-lyrics,,,"Laidlaw,Jack Spade,Akil The MC",
489001,Manphibious Intro,Chali 2na,https://genius.com/Chali-2na-manphibious-intro-lyrics,,,,
2284450,Megladon,Chali 2na,https://genius.com/Chali-2na-megladon-lyrics,,,,
483860,Outspoken,Chali 2na,https://genius.com/Chali-2na-outspoken-lyrics,2012-12-12,,,
534450,Reckonerz,Chali 2na,https://genius.com/Chali-2na-reckonerz-lyrics,,AmpLive,AmpLive,
424402,Righteous Way,Chali 2na,https://genius.com/Chali-2na-righteous-way-lyrics,2009-06-27,Nick Fury,,
952399,So Crazy,Chali 2na,https://genius.com/Chali-2na-so-crazy-lyrics,,,,
740069,Stand Up,Chali 2na,https://genius.com/Chali-2na-stand-up-lyrics,,,,
174548,Step Yo Game Up,Chali 2na,https://genius.com/Chali-2na-step-yo-game-up-lyrics,,,,
2098820,Sweet science,Chali 2na,https://genius.com/Chali-2na-sweet-science-lyrics,,,,
1817928,Welcome to the Fish Market,Chali 2na,https://genius.com/Chali-2na-welcome-to-the-fish-market-lyrics,,,,
1817524,Whose 2 Blame,Chali 2na,https://genius.com/Chali-2na-whose-2-blame-lyrics,,,,
373482,10 Day Outfit (10 Day Listening Party),Chance The Rapper,https://genius.com/Chance-the-rapper-10-day-outfit-10-day-listening-party-lyrics,,,,
247179,10 Day [Tracklist + Cover Art],Chance The Rapper,https://genius.com/Chance-the-rapper-10-day-tracklist-cover-art-annotated,2012-04-03,,,
72696,"14,400 Minutes",Chance The Rapper,https://genius.com/Chance-the-rapper-14400-minutes-lyrics,2012-04-03,Dj Such n Such,,
