song_id,song_title,entity,artist,entity_type
1053,Young Black Male,Hennessy,2pac,PERSON
1085,Against All Odds,Nas,2pac,PERSON
1085,Against All Odds,Dre,2pac,PERSON
1085,Against All Odds,MAC,2pac,ORGANIZATION
1085,Against All Odds,Larry Holmes,2pac,PERSON
1085,Against All Odds,Jack Knew,2pac,PERSON
1085,Against All Odds,Jimmy Henchman,2pac,PERSON
1085,Against All Odds,Tut,2pac,PERSON
1085,Against All Odds,Ayo,2pac,PERSON
1085,Against All Odds,Nas,2pac,PERSON
111291,Runnin' on E,Harlem,2pac,LOCATION
111291,Runnin' on E,Congress,2pac,ORGANIZATION
1133,Military Minds,Darryl Harper,2pac,PERSON
1133,Military Minds,Tai - Chi,2pac,PERSON
1215,When Thugz Cry,Bustin,2pac,PERSON
1215,When Thugz Cry,Don,2pac,PERSON
1215,When Thugz Cry,Makin,2pac,PERSON
122586,Unchained,Jesus,2pac,PERSON
126586,My Dearest One!!,Amaru Shakur,2pac,PERSON
127778,Just a Breath of Freedom (4 Nelson Mandela),Pretoria,2pac,LOCATION
127881,Liberty Needs Glasses,Lady Liberty,2pac,PERSON
127881,Liberty Needs Glasses,Mutulu Geronimo Pratt Oliver Ronnie Mandela,2pac,PERSON
127881,Liberty Needs Glasses,Justice,2pac,ORGANIZATION
127881,Liberty Needs Glasses,Pen Optical,2pac,PERSON
1280,Starin' Through My Rear View,Starin,2pac,PERSON
1280,Starin' Through My Rear View,Starin,2pac,PERSON
1280,Starin' Through My Rear View,Hennessy,2pac,PERSON
1280,Starin' Through My Rear View,Kadafi,2pac,PERSON
136510,187 On A Hook (Remix),West,2pac,LOCATION
136510,187 On A Hook (Remix),Bo Yuk,2pac,PERSON
136510,187 On A Hook (Remix),Bacardi,2pac,ORGANIZATION
136510,187 On A Hook (Remix),Nigga,2pac,PERSON
1395,Blasphemy,Jesus,2pac,PERSON
1395,Blasphemy,Christ,2pac,PERSON
1395,Blasphemy,Jesus Christ,2pac,PERSON
1395,Blasphemy,Makaveli,2pac,PERSON
1395,Blasphemy,Nigga,2pac,PERSON
1395,Blasphemy,Ital Joe,2pac,PERSON
1395,Blasphemy,Pharoah,2pac,PERSON
1395,Blasphemy,Jerusalem,2pac,LOCATION
1395,Blasphemy,Malcolm,2pac,PERSON
1395,Blasphemy,Jesus,2pac,PERSON
1395,Blasphemy,Earth,2pac,LOCATION
145413,Still Ballin' O,Chevy,2pac,ORGANIZATION
148047,Cradle 2 The Grave ('Tru Gee 79' Remix),Daz,2pac,PERSON
148047,Cradle 2 The Grave ('Tru Gee 79' Remix),Outlawz,2pac,LOCATION
148047,Cradle 2 The Grave ('Tru Gee 79' Remix),Eminem,2pac,ORGANIZATION
148047,Cradle 2 The Grave ('Tru Gee 79' Remix),Cause Congress,2pac,ORGANIZATION
151132,Thugs Get Lonely Too (Alt,Malibu Rum,2pac,PERSON
1536,Temptations,Mo Bee,2pac,PERSON
1536,Temptations,Don,2pac,PERSON
1536,Temptations,Don,2pac,PERSON
1536,Temptations,Gettin,2pac,PERSON
1536,Temptations,Don,2pac,PERSON
154548,If They Love Their Kidz,Losin,2pac,PERSON
167249,First 2 Bomb,Daz,2pac,PERSON
1689,So Many Tears,Don,2pac,PERSON
1699,Fuck the World,Fuckin,2pac,PERSON
1699,Fuck the World,Black,2pac,PERSON
1699,Fuck the World,Brothers,2pac,ORGANIZATION
1699,Fuck the World,Don,2pac,PERSON
177228,Cookie Jar (Dj Shota Remix),Said,2pac,PERSON
1782944,When We Ride Out On Enemies,Dre,2pac,PERSON
1782944,When We Ride Out On Enemies,Don,2pac,PERSON
1782944,When We Ride Out On Enemies,Uzi,2pac,PERSON
1782944,When We Ride Out On Enemies,Isuzu,2pac,ORGANIZATION
1782944,When We Ride Out On Enemies,Biggie,2pac,PERSON
1782944,When We Ride Out On Enemies,Da Brat,2pac,PERSON
179574,Throw Up Ya Gunz (Remix),East Coast,2pac,LOCATION
179574,Throw Up Ya Gunz (Remix),West Coast,2pac,LOCATION
179574,Throw Up Ya Gunz (Remix),East Coast,2pac,LOCATION
179574,Throw Up Ya Gunz (Remix),West Coast The East Coast West Coast,2pac,LOCATION
179574,Throw Up Ya Gunz (Remix),MTV,2pac,ORGANIZATION
179574,Throw Up Ya Gunz (Remix),Jesus Balling,2pac,PERSON
179574,Throw Up Ya Gunz (Remix),Realizin,2pac,PERSON
179574,Throw Up Ya Gunz (Remix),Farragut,2pac,LOCATION
179574,Throw Up Ya Gunz (Remix),Eazy,2pac,PERSON
179574,Throw Up Ya Gunz (Remix),Niggas,2pac,PERSON
179574,Throw Up Ya Gunz (Remix),Eric Wright,2pac,PERSON
179574,Throw Up Ya Gunz (Remix),Compton,2pac,ORGANIZATION
189054,Loyal to the Game (Feat,Buster,2pac,PERSON
189054,Loyal to the Game (Feat,G - Unit,2pac,ORGANIZATION
19784,Don't Stop The Music [OG],Delores Tucker,2pac,PERSON
213,Changes,Huey,2pac,PERSON
213,Changes,Huey,2pac,PERSON
213,Changes,Sellin,2pac,PERSON
213,Changes,Middle East Instead,2pac,LOCATION
213,Changes,Don,2pac,PERSON
2133219,Tongue Kissin',Don,2pac,PERSON
2133219,Tongue Kissin',Don,2pac,PERSON
2133219,Tongue Kissin',Gettin,2pac,PERSON
2133219,Tongue Kissin',Makin,2pac,PERSON
2147681,What Goes On (unreleased),Sega Rollin,2pac,ORGANIZATION
2147681,What Goes On (unreleased),Grammys,2pac,ORGANIZATION
2147681,What Goes On (unreleased),Rodney,2pac,PERSON
2147681,What Goes On (unreleased),Oakland,2pac,ORGANIZATION
2152357,Got My Mind Made Up (Orginal),Daz Dillinger,2pac,PERSON
2152357,Got My Mind Made Up (Orginal),Khan,2pac,PERSON
2152357,Got My Mind Made Up (Orginal),Breakin,2pac,PERSON
2152357,Got My Mind Made Up (Orginal),Don,2pac,PERSON
2152357,Got My Mind Made Up (Orginal),Alize,2pac,PERSON
2152357,Got My Mind Made Up (Orginal),Takin,2pac,PERSON
2152357,Got My Mind Made Up (Orginal),Kurupt,2pac,ORGANIZATION
2152357,Got My Mind Made Up (Orginal),Jason Vorhees,2pac,PERSON
2152357,Got My Mind Made Up (Orginal),Philly,2pac,LOCATION
2152357,Got My Mind Made Up (Orginal),LA,2pac,LOCATION
2152357,Got My Mind Made Up (Orginal),Hitler,2pac,PERSON
2152357,Got My Mind Made Up (Orginal),Staten Isle,2pac,LOCATION
2152357,Got My Mind Made Up (Orginal),Al Doogie Method Man,2pac,PERSON
2152357,Got My Mind Made Up (Orginal),Johnny Blaze,2pac,PERSON
2152357,Got My Mind Made Up (Orginal),Johnny Cash,2pac,PERSON
2152357,Got My Mind Made Up (Orginal),Spock,2pac,PERSON
2152357,Got My Mind Made Up (Orginal),John,2pac,PERSON
2152357,Got My Mind Made Up (Orginal),EPMD,2pac,ORGANIZATION
2152357,Got My Mind Made Up (Orginal),Rockafella,2pac,PERSON
2152357,Got My Mind Made Up (Orginal),Billy Dee,2pac,PERSON
2152357,Got My Mind Made Up (Orginal),Killah Hill Project Staten Island,2pac,LOCATION
2152357,Got My Mind Made Up (Orginal),New York,2pac,LOCATION
2177,16 on Death Row,Hawkin,2pac,PERSON
2177,16 on Death Row,Peter,2pac,PERSON
223,Hail Mary,Killuminati All,2pac,PERSON
223,Hail Mary,Hail Mary,2pac,PERSON
223,Hail Mary,Hail Mary,2pac,PERSON
223,Hail Mary,Hail Mary,2pac,PERSON
223,Hail Mary,Hennessy,2pac,PERSON
223,Hail Mary,Clinton Max,2pac,PERSON
223,Hail Mary,Mary,2pac,PERSON
223,Hail Mary,Mary,2pac,PERSON
223,Hail Mary,Hennessy,2pac,PERSON
223,Hail Mary,Mashin,2pac,PERSON
223,Hail Mary,Black Ac,2pac,ORGANIZATION
223,Hail Mary,Needin,2pac,PERSON
223,Hail Mary,Kadafi,2pac,PERSON
223,Hail Mary,Dealin,2pac,PERSON
223,Hail Mary,Dealin,2pac,PERSON
223,Hail Mary,Mary,2pac,PERSON
223,Hail Mary,Mary,2pac,PERSON
223,Hail Mary,Mary,2pac,PERSON
223,Hail Mary,Outlawz Makaveli the Don,2pac,PERSON
223,Hail Mary,Killuminati,2pac,PERSON
2301240,Me Against the World [Credits],Intro,2pac,PERSON
2343480,Die Slow,Jay Z,2pac,PERSON
2343480,Die Slow,JAY Z,2pac,PERSON
2343507,The Rape Case,Nigel,2pac,PERSON
2343507,The Rape Case,Trevor Nell,2pac,PERSON
2343507,The Rape Case,Ronnie Lott,2pac,PERSON
2343507,The Rape Case,New York,2pac,LOCATION
2343507,The Rape Case,Derrick Coleman,2pac,PERSON
2343507,The Rape Case,Nigel,2pac,PERSON
2343507,The Rape Case,Nigel,2pac,PERSON
2343507,The Rape Case,Trevor,2pac,PERSON
2366519,Last Kings,Don,2pac,PERSON
2426428,Tearz Of A Clown,Huey,2pac,PERSON
2426428,Tearz Of A Clown,Lovin,2pac,PERSON
2426428,Tearz Of A Clown,Castro,2pac,PERSON
2426428,Tearz Of A Clown,Yusef Hawkins,2pac,PERSON
2427814,Reincarnation,Lemika,2pac,PERSON
2427814,Reincarnation,Cocoa G,2pac,ORGANIZATION
244,California Love,Roger Troutman,2pac,PERSON
244,California Love,California,2pac,LOCATION
244,California Love,California,2pac,LOCATION
244,California Love,Compton,2pac,LOCATION
244,California Love,Eliot Ness,2pac,PERSON
244,California Love,Jimmy,2pac,PERSON
244,California Love,Diego,2pac,LOCATION
244,California Love,Bay Your,2pac,LOCATION
244,California Love,Dre,2pac,PERSON
244,California Love,Californ,2pac,LOCATION
244,California Love,California,2pac,LOCATION
244,California Love,Cali,2pac,LOCATION
244,California Love,Locs,2pac,LOCATION
244,California Love,Khaki,2pac,LOCATION
244,California Love,Long Beach,2pac,LOCATION
244,California Love,Oakland,2pac,LOCATION
244,California Love,Bay Area,2pac,LOCATION
244,California Love,Cali,2pac,LOCATION
244,California Love,Long Beach,2pac,LOCATION
244,California Love,Oaktown,2pac,LOCATION
244,California Love,Oakland,2pac,ORGANIZATION
244,California Love,Frisco,2pac,LOCATION
244,California Love,Frisco,2pac,LOCATION
244,California Love,Pasadena,2pac,LOCATION
244,California Love,Inglewood Even Hollywood,2pac,LOCATION
244,California Love,Sacramento,2pac,LOCATION
244,California Love,Sacramento,2pac,LOCATION
2488,Soon As I Get Home,Nino Brown,2pac,PERSON
251,I Get Around,Don,2pac,PERSON
251,I Get Around,Baby,2pac,PERSON
251,I Get Around,Don,2pac,PERSON
2541,If I Die 2Nite,Pussy,2pac,PERSON
2626,Only God Can Judge Me,Knowin,2pac,PERSON
2626,Only God Can Judge Me,Bay Pac,2pac,ORGANIZATION
2626,Only God Can Judge Me,Don,2pac,PERSON
2642,Old School,Bronx,2pac,LOCATION
2642,Old School,Brooklyn,2pac,LOCATION
2642,Old School,Staten Island Queens,2pac,LOCATION
2642,Old School,Ya,2pac,PERSON
2642,Old School,Eric B,2pac,PERSON
2642,Old School,Rakim,2pac,PERSON
2642,Old School,Ricky,2pac,PERSON
2642,Old School,Daddy Kane De La Soul,2pac,PERSON
2642,Old School,Queen Latifah,2pac,PERSON
2642,Old School,MC Lyte Treach KRS,2pac,ORGANIZATION
2642,Old School,Shell Toes BVD,2pac,ORGANIZATION
2642,Old School,Lee,2pac,PERSON
2642,Old School,Ringolevio,2pac,PERSON
2642,Old School,Bucktown,2pac,LOCATION
2642,Old School,Rikers Isle,2pac,LOCATION
2642,Old School,Kurtis Blow Scott LaRock,2pac,PERSON
2642,Old School,Rick,2pac,PERSON
2642,Old School,La Di Da Di Gaming,2pac,PERSON
2642,Old School,Melle Mel Jekyll,2pac,PERSON
2642,Old School,Hyde,2pac,PERSON
2642,Old School,Brooklyn,2pac,LOCATION
2642,Old School,Brooklyn,2pac,LOCATION
2642,Old School,Brooklyn,2pac,LOCATION
268598,5 Shotz,Dre,2pac,PERSON
268598,5 Shotz,Jay - Z,2pac,PERSON
268598,5 Shotz,King Sun,2pac,PERSON
268598,5 Shotz,Doo - Wop,2pac,PERSON
268598,5 Shotz,Biggie Smalls,2pac,PERSON
268598,5 Shotz,Little Ceasar,2pac,PERSON
268598,5 Shotz,Little Kim,2pac,PERSON
2750,Troublesome,Makin,2pac,PERSON
2750,Troublesome,Candyman,2pac,PERSON
2750,Troublesome,Hearin,2pac,ORGANIZATION
2750,Troublesome,Napoleon,2pac,PERSON
2750,Troublesome,Don,2pac,PERSON
2750,Troublesome,Mussolini,2pac,PERSON
2750,Troublesome,Hussein Fatal,2pac,PERSON
2750,Troublesome,Kadafi Kastro,2pac,PERSON
2750,Troublesome,Napoleon Komani,2pac,PERSON
281570,War Games,Dre,2pac,PERSON
281570,War Games,Jay - Z,2pac,PERSON
281570,War Games,King Sun,2pac,PERSON
281570,War Games,Doo - Wop,2pac,PERSON
2817,Life Of An Outlaw,Ridin,2pac,PERSON
2817,Life Of An Outlaw,Ridin,2pac,PERSON
2817,Life Of An Outlaw,Knowin,2pac,PERSON
2817,Life Of An Outlaw,Kastro,2pac,LOCATION
2817,Life Of An Outlaw,Napoleon,2pac,PERSON
2817,Life Of An Outlaw,Ridin,2pac,PERSON
2817,Life Of An Outlaw,Ridin,2pac,PERSON
2817,Life Of An Outlaw,Ridin,2pac,PERSON
2817,Life Of An Outlaw,Ridin,2pac,PERSON
283356,Code Of THUG LIFE,Nicky Barnes,2pac,PERSON
2834413,Gridlock'd 1996 Interview FULL,John Cole,2pac,PERSON
2834413,Gridlock'd 1996 Interview FULL,America,2pac,LOCATION
2834413,Gridlock'd 1996 Interview FULL,Nate Dogg,2pac,PERSON
2834413,Gridlock'd 1996 Interview FULL,Snoop Dogg,2pac,PERSON
286,Bomb First (My Second Reply),Death Row Records,2pac,ORGANIZATION
286,Bomb First (My Second Reply),Nas,2pac,PERSON
286,Bomb First (My Second Reply),Jay Z,2pac,PERSON
286,Bomb First (My Second Reply),East,2pac,LOCATION
286,Bomb First (My Second Reply),Nitti,2pac,PERSON
286,Bomb First (My Second Reply),Jay - Z,2pac,PERSON
286,Bomb First (My Second Reply),West Coast,2pac,LOCATION
286,Bomb First (My Second Reply),Kamikaze,2pac,LOCATION
286,Bomb First (My Second Reply),New York,2pac,LOCATION
286,Bomb First (My Second Reply),Clare,2pac,PERSON
286,Bomb First (My Second Reply),Don,2pac,PERSON
2903,Last Ones Left,Signal Kadafi,2pac,ORGANIZATION
2903,Last Ones Left,Napoleon,2pac,PERSON
2903,Last Ones Left,Henny,2pac,PERSON
2998,I Don't Give A Fuck,Jack,2pac,PERSON
2998,I Don't Give A Fuck,Kuwait,2pac,LOCATION
2998,I Don't Give A Fuck,Don,2pac,PERSON
2998,I Don't Give A Fuck,Don,2pac,PERSON
2998,I Don't Give A Fuck,San Francisco Police Department Fuck,2pac,ORGANIZATION
2998,I Don't Give A Fuck,Marin County,2pac,LOCATION
2998,I Don't Give A Fuck,FBI,2pac,ORGANIZATION
2998,I Don't Give A Fuck,CIA,2pac,ORGANIZATION
2998,I Don't Give A Fuck,B - U - S - H Fuck,2pac,ORGANIZATION
2998,I Don't Give A Fuck,Ameri - K - K - Ka,2pac,PERSON
3018227,Hit 'Em Up (Remix),Biggie Smalls,2pac,PERSON
3018227,Hit 'Em Up (Remix),Caesar,2pac,PERSON
3018227,Hit 'Em Up (Remix),Little Kim,2pac,PERSON
3018227,Hit 'Em Up (Remix),Don,2pac,PERSON
3018227,Hit 'Em Up (Remix),Eminem,2pac,ORGANIZATION
3018227,Hit 'Em Up (Remix),Drake,2pac,PERSON
3018227,Hit 'Em Up (Remix),Drake,2pac,PERSON
3018227,Hit 'Em Up (Remix),George & Wheezy Movin,2pac,ORGANIZATION
3018227,Hit 'Em Up (Remix),Bruce Lee Seduce,2pac,PERSON
3018227,Hit 'Em Up (Remix),Thinkin,2pac,PERSON
3034,Do For Love,Eric Williams,2pac,PERSON
3034,Do For Love,Don,2pac,PERSON
3034,Do For Love,Don,2pac,PERSON
3105,Realest Killaz,Red Spyda,2pac,ORGANIZATION
3105,Realest Killaz,Lo,2pac,PERSON
312,Got My Mind Made Up,Khan,2pac,PERSON
312,Got My Mind Made Up,Don,2pac,PERSON
312,Got My Mind Made Up,Janet,2pac,PERSON
312,Got My Mind Made Up,Alize,2pac,PERSON
312,Got My Mind Made Up,Takin,2pac,PERSON
312,Got My Mind Made Up,Electrifyin,2pac,PERSON
312,Got My Mind Made Up,Bai Mei,2pac,PERSON
312,Got My Mind Made Up,Jason Voorhees,2pac,PERSON
312,Got My Mind Made Up,Philly,2pac,LOCATION
312,Got My Mind Made Up,Staten Isle,2pac,LOCATION
312,Got My Mind Made Up,Magellan,2pac,ORGANIZATION
312,Got My Mind Made Up,Al Doogie Method Man,2pac,PERSON
312,Got My Mind Made Up,Johnny Blaze,2pac,PERSON
312,Got My Mind Made Up,Johnny Cash,2pac,PERSON
312,Got My Mind Made Up,Spock,2pac,PERSON
312,Got My Mind Made Up,John,2pac,PERSON
312,Got My Mind Made Up,EPMD,2pac,ORGANIZATION
312,Got My Mind Made Up,Jake,2pac,PERSON
312,Got My Mind Made Up,Billy Dee,2pac,PERSON
3159,Krazy,Don,2pac,PERSON
3159,Krazy,LBC,2pac,ORGANIZATION
3159,Krazy,Don,2pac,PERSON
3159,Krazy,Hennessy,2pac,PERSON
3159,Krazy,Setchu,2pac,PERSON
3159,Krazy,Lookin,2pac,PERSON
3159,Krazy,Damn,2pac,PERSON
3159,Krazy,Hennessy,2pac,PERSON
3159,Krazy,Killuminati,2pac,PERSON
3160,Just Like Daddy,Makaveli Records Lookin,2pac,ORGANIZATION
3160,Just Like Daddy,Supportin,2pac,PERSON
3160,Just Like Daddy,Lookin,2pac,PERSON
3160,Just Like Daddy,Puttin,2pac,PERSON
3160,Just Like Daddy,Lookin,2pac,PERSON
3160,Just Like Daddy,Jjust,2pac,PERSON
3161,White Man'z World,Jack - Mack,2pac,PERSON
3161,White Man'z World,Sheddin,2pac,PERSON
3161,White Man'z World,Hearin,2pac,PERSON
3161,White Man'z World,Mumia Mutulu,2pac,PERSON
3161,White Man'z World,Ruchell Magee Geronimo Pratt,2pac,PERSON
3161,White Man'z World,Makin,2pac,PERSON
3161,White Man'z World,Hopin,2pac,PERSON
3161,White Man'z World,Latasha,2pac,PERSON
3161,White Man'z World,Kato,2pac,PERSON
3161,White Man'z World,America,2pac,LOCATION
3161,White Man'z World,Mutulu Shakur,2pac,PERSON
3161,White Man'z World,Geronimo Pratt,2pac,PERSON
3161,White Man'z World,Mumia Abu Jamal Sekou Odinga,2pac,PERSON
31888,Wanted Dead Or Alive,Nuthin,2pac,PERSON
31888,Wanted Dead Or Alive,Snoop Dogg A Teflon Don,2pac,PERSON
31888,Wanted Dead Or Alive,Dogg,2pac,ORGANIZATION
320,Hit 'Em Up,West Side,2pac,LOCATION
320,Hit 'Em Up,Biggie Smalls,2pac,PERSON
320,Hit 'Em Up,Caesar,2pac,PERSON
320,Hit 'Em Up,Little Kim,2pac,PERSON
320,Hit 'Em Up,Don,2pac,PERSON
320,Hit 'Em Up,Hussein Fatal,2pac,PERSON
320,Hit 'Em Up,Biggie Smalls,2pac,PERSON
320,Hit 'Em Up,MAC,2pac,ORGANIZATION
320,Hit 'Em Up,Frank White,2pac,PERSON
320,Hit 'Em Up,Versace,2pac,PERSON
320,Hit 'Em Up,Motherfucker,2pac,PERSON
320,Hit 'Em Up,Kadafi,2pac,PERSON
320,Hit 'Em Up,N - E - W Jers,2pac,ORGANIZATION
320,Hit 'Em Up,Kim,2pac,PERSON
320,Hit 'Em Up,Brooklyn,2pac,LOCATION
320,Hit 'Em Up,Alize,2pac,PERSON
320,Hit 'Em Up,Don,2pac,PERSON
320,Hit 'Em Up,New York,2pac,LOCATION
320,Hit 'Em Up,Biggie,2pac,PERSON
320,Hit 'Em Up,California,2pac,LOCATION
3255,Better Dayz,Wanna,2pac,PERSON
3255,Better Dayz,Tryin,2pac,PERSON
3255,Better Dayz,Savin,2pac,PERSON
3255,Better Dayz,Jordan,2pac,LOCATION
3255,Better Dayz,Makin,2pac,PERSON
3255,Better Dayz,Hopin,2pac,PERSON
3255,Better Dayz,Clinton,2pac,PERSON
3255,Better Dayz,Rikers Island,2pac,LOCATION
328181,2Pac and Biggie (Freestyle At Table),Spike Lee,2pac,PERSON
3327,Breathin',Ridin,2pac,PERSON
3327,Breathin',Pac Ask Yak,2pac,PERSON
3327,Breathin',Makaveli,2pac,LOCATION
3428,Tradin War Stories,MAC,2pac,ORGANIZATION
3428,Tradin War Stories,Machiavelli Donald Goines Mama,2pac,PERSON
3428,Tradin War Stories,Napoleon,2pac,PERSON
3428,Tradin War Stories,Fatal N Felony,2pac,PERSON
359089,Speech to Malcolm X Grassroots Movement,Brenda ’,2pac,PERSON
359089,Speech to Malcolm X Grassroots Movement,Brenda,2pac,PERSON
359089,Speech to Malcolm X Grassroots Movement,Black Panthers,2pac,ORGANIZATION
359089,Speech to Malcolm X Grassroots Movement,Harvard,2pac,ORGANIZATION
359089,Speech to Malcolm X Grassroots Movement,Yale,2pac,ORGANIZATION
359089,Speech to Malcolm X Grassroots Movement,Harriet Tubman,2pac,PERSON
359089,Speech to Malcolm X Grassroots Movement,Malcolm,2pac,PERSON
359089,Speech to Malcolm X Grassroots Movement,Nation of Islam,2pac,ORGANIZATION
359089,Speech to Malcolm X Grassroots Movement,Mecca,2pac,LOCATION
359089,Speech to Malcolm X Grassroots Movement,Brenda,2pac,PERSON
367,Runnin' (Dying to Live),Biggie,2pac,PERSON
367,Runnin' (Dying to Live),Biggie,2pac,PERSON
367,Runnin' (Dying to Live),Choppin,2pac,PERSON
367,Runnin' (Dying to Live),Biggie Smalls,2pac,ORGANIZATION
367,Runnin' (Dying to Live),Frank White,2pac,PERSON
367,Runnin' (Dying to Live),Teflon Runnin,2pac,ORGANIZATION
367,Runnin' (Dying to Live),Swayze,2pac,PERSON
367,Runnin' (Dying to Live),East coast,2pac,LOCATION
375,Me and My Girlfriend,Virginya Slim Shit,2pac,PERSON
375,Me and My Girlfriend,Bonnie,2pac,PERSON
375,Me and My Girlfriend,Clyde,2pac,PERSON
375,Me and My Girlfriend,Talkin,2pac,PERSON
375,Me and My Girlfriend,Bonnie,2pac,PERSON
375,Me and My Girlfriend,Clyde,2pac,PERSON
375,Me and My Girlfriend,Doin,2pac,PERSON
375,Me and My Girlfriend,Bonnie,2pac,PERSON
375,Me and My Girlfriend,Clyde,2pac,PERSON
375,Me and My Girlfriend,Doin,2pac,PERSON
375,Me and My Girlfriend,Bonnie,2pac,PERSON
375,Me and My Girlfriend,Clyde,2pac,PERSON
375,Me and My Girlfriend,Doin,2pac,PERSON
375,Me and My Girlfriend,Bonnie,2pac,PERSON
375,Me and My Girlfriend,Clyde,2pac,PERSON
375,Me and My Girlfriend,Bonnie,2pac,PERSON
375,Me and My Girlfriend,Clyde,2pac,PERSON
377266,2Pac's Tattoos,Jesus,2pac,PERSON
3828,Holler If Ya Hear Me,Holla,2pac,PERSON
3828,Holler If Ya Hear Me,Cali,2pac,LOCATION
3828,Holler If Ya Hear Me,Quayle,2pac,PERSON
3828,Holler If Ya Hear Me,Hustlin,2pac,PERSON
3828,Holler If Ya Hear Me,Waitin,2pac,PERSON
389,2 of Amerikaz Most Wanted,America,2pac,LOCATION
389,2 of Amerikaz Most Wanted,Snoop,2pac,PERSON
389,2 of Amerikaz Most Wanted,Petey,2pac,PERSON
389,2 of Amerikaz Most Wanted,Nigerina,2pac,PERSON
389,2 of Amerikaz Most Wanted,Bugsy Siegel,2pac,PERSON
389,2 of Amerikaz Most Wanted,Motherfuck,2pac,PERSON
389,2 of Amerikaz Most Wanted,America,2pac,LOCATION
389,2 of Amerikaz Most Wanted,Daz Dillinger,2pac,PERSON
389,2 of Amerikaz Most Wanted,black Benz,2pac,PERSON
389,2 of Amerikaz Most Wanted,Dogg,2pac,PERSON
3915,Me Against the World,Soulshock,2pac,PERSON
3915,Me Against the World,Karlin,2pac,PERSON
3915,Me Against the World,Don,2pac,PERSON
3915,Me Against the World,Don,2pac,PERSON
3915,Me Against the World,Don,2pac,PERSON
3915,Me Against the World,Dreamin,2pac,ORGANIZATION
400824,Constantly Armed,Eminem,2pac,ORGANIZATION
409756,Until the End of Time (Remix),Bringin,2pac,PERSON
409756,Until the End of Time (Remix),Hennessy,2pac,PERSON
409756,Until the End of Time (Remix),Gettin,2pac,PERSON
4228,Hold Ya Head,Malcolm X,2pac,PERSON
4228,Hold Ya Head,Jackson,2pac,PERSON
4228,Hold Ya Head,Crichlow,2pac,PERSON
4228,Hold Ya Head,Clinton,2pac,PERSON
4228,Hold Ya Head,Rikers Island,2pac,LOCATION
4228,Hold Ya Head,Penitentiaries Mumia,2pac,ORGANIZATION
4228,Hold Ya Head,Mutulu,2pac,PERSON
4228,Hold Ya Head,Geronimo,2pac,PERSON
4228,Hold Ya Head,San Quentin,2pac,LOCATION
4228,Hold Ya Head,Don,2pac,PERSON
4228,Hold Ya Head,black,2pac,PERSON
4228,Hold Ya Head,Snatchin,2pac,PERSON
4228,Hold Ya Head,Makaveli,2pac,PERSON
4228,Hold Ya Head,black,2pac,PERSON
4228,Hold Ya Head,Runnin,2pac,PERSON
4228,Hold Ya Head,black,2pac,PERSON
4239,Thugz Mansion,Marvin Gaye,2pac,PERSON
4239,Thugz Mansion,Drinkin,2pac,PERSON
4239,Thugz Mansion,Jackie Wilson,2pac,PERSON
4239,Thugz Mansion,Sam Cooke,2pac,PERSON
4239,Thugz Mansion,Malcolm,2pac,PERSON
4239,Thugz Mansion,Little Latasha,2pac,ORGANIZATION
4239,Thugz Mansion,Miles Davis,2pac,PERSON
446063,Rap Phenomenon (Remix),My Hummer,2pac,PERSON
446063,Rap Phenomenon (Remix),Manifestin,2pac,PERSON
446063,Rap Phenomenon (Remix),Frank White,2pac,PERSON
446063,Rap Phenomenon (Remix),Brooklyn,2pac,LOCATION
446063,Rap Phenomenon (Remix),Don,2pac,PERSON
446063,Rap Phenomenon (Remix),Cocked Mac,2pac,ORGANIZATION
446063,Rap Phenomenon (Remix),Tevin Campbell,2pac,PERSON
446063,Rap Phenomenon (Remix),Mike Cause,2pac,PERSON
446063,Rap Phenomenon (Remix),Shaft Turn,2pac,LOCATION
446063,Rap Phenomenon (Remix),Seton Hall,2pac,LOCATION
446063,Rap Phenomenon (Remix),Meda,2pac,ORGANIZATION
446063,Rap Phenomenon (Remix),Joey Crack,2pac,PERSON
446063,Rap Phenomenon (Remix),Bronx,2pac,LOCATION
446063,Rap Phenomenon (Remix),Fordan,2pac,LOCATION
447224,The Government,Dave Duke,2pac,PERSON
4523,Pac's Life,Hutton T,2pac,ORGANIZATION
4523,Pac's Life,House,2pac,ORGANIZATION
4523,Pac's Life,Billy Bad Ass Nigga,2pac,PERSON
462980,Phone Conversation with Sanyika Shakur,Juice,2pac,LOCATION
462980,Phone Conversation with Sanyika Shakur,Dre,2pac,PERSON
462980,Phone Conversation with Sanyika Shakur,Roger George Clinton,2pac,PERSON
469989,R U Still Down ? (OG),Hollywood,2pac,LOCATION
4708,If My Homie Calls,Times,2pac,ORGANIZATION
4847,Representin' 93,Oakland Oakland,2pac,ORGANIZATION
4847,Representin' 93,Arsenio,2pac,ORGANIZATION
4847,Representin' 93,G Glock,2pac,PERSON
4847,Representin' 93,Redman,2pac,PERSON
4847,Representin' 93,Treach,2pac,PERSON
4847,Representin' 93,Vin Rock,2pac,PERSON
4847,Representin' 93,Kay Gee,2pac,PERSON
4847,Representin' 93,Mary J,2pac,PERSON
4847,Representin' 93,Blige,2pac,PERSON
4847,Representin' 93,Pete Rock,2pac,PERSON
4847,Representin' 93,Queen Latifah Too Short,2pac,PERSON
4847,Representin' 93,Tony Toni Tone LayLaw,2pac,PERSON
4847,Representin' 93,Ed,2pac,PERSON
