ID,Title,Artist,URL,Producers,Featured Artists
2310351,!!!!!!!,The Roots,https://genius.com/The-roots--lyrics,Grand Wizzards,
40408,100% Dundee,The Roots,https://genius.com/The-roots-100-dundee-lyrics,"Kamal Gray,Rahzel","Black Thought,Dice Raw,Malik B"
40482,@15,The Roots,https://genius.com/The-roots-15-lyrics,,
2924866,#1 No John Trumbull (Intro) (dupl),The Roots,https://genius.com/The-roots-1-no-john-trumbull-intro-dupl-lyrics,,
3671,75 Bars (Black's Reconstruction),The Roots,https://genius.com/The-roots-75-bars-blacks-reconstruction-lyrics,Questlove,
40401,Act Fore... The End?,The Roots,https://genius.com/The-roots-act-fore-the-end-lyrics,,
1522740,Act Too (Love Of My Life),The Roots,https://genius.com/The-roots-act-too-love-of-my-life-lyrics,,
40509,Act Too (Love of My Life) (Remix),The Roots,https://genius.com/The-roots-act-too-love-of-my-life-remix-lyrics,Grand Wizzards,
40413,Act Too.. The Love of My Life,The Roots,https://genius.com/The-roots-act-too-the-love-of-my-life-lyrics,"Questlove,James Poyser","Dice Raw,Black Thought,Common"
279746,Act Won (Things Fall Apart),The Roots,https://genius.com/The-roots-act-won-things-fall-apart-lyrics,,
612,Adrenaline,The Roots,https://genius.com/The-roots-adrenaline-lyrics,"Grand Wizzards,Scott Storch","Dice Raw,Malik B,Beanie Sigel"
1833610,Adrenaline (J.Period remix),The Roots,https://genius.com/The-roots-adrenaline-jperiod-remix-lyrics,,Busta Rhymes
1363438,Adrenaline (live at Woodstock '99),The Roots,https://genius.com/The-roots-adrenaline-live-at-woodstock-99-lyrics,,
971771,Ain't Gonna Let Nobody Turn Me Around,The Roots,https://genius.com/The-roots-aint-gonna-let-nobody-turn-me-around-lyrics,,
3922,Ain't Sayin Nothin' New,The Roots,https://genius.com/The-roots-aint-sayin-nothin-new-lyrics,"The Roots,Scott Storch,Grand Wizzards","Black Thought,Dice Raw"
1575665,All I Know,The Roots,https://genius.com/The-roots-all-i-know-lyrics,,
421815,...And then You Shoot Your Cousin Album Art,The Roots,https://genius.com/The-roots-and-then-you-shoot-your-cousin-album-art-lyrics,,
2311126,...And Then You Shoot Your Cousin [Credits],The Roots,https://genius.com/The-roots-and-then-you-shoot-your-cousin-credits-lyrics,,
535651,A Peace of Light,The Roots,https://genius.com/The-roots-a-peace-of-light-lyrics,"Angry,Questlove","Haley Dekle,Deradoorian,Amber Coffman"
40416,Atonement,The Roots,https://genius.com/The-roots-atonement-lyrics,"The Roots,Randy Watson Experience",Jack Davey (J*Davey)
40415,Baby,The Roots,https://genius.com/The-roots-baby-lyrics,John McGlinchey,
40489,Becoming Unwritten,The Roots,https://genius.com/The-roots-becoming-unwritten-lyrics,"The Roots,Radji Mateen,Khari Mateen",
1833401,Been Thru The Storm,The Roots,https://genius.com/The-roots-been-thru-the-storm-lyrics,,
40495,Birthday Girl,The Roots,https://genius.com/The-roots-birthday-girl-lyrics,,Patrick Stump
2831918,Bittersweet Side A,The Roots,https://genius.com/The-roots-bittersweet-side-a-lyrics,,
2831949,Bittersweet Side B,The Roots,https://genius.com/The-roots-bittersweet-side-b-lyrics,,
429282,Black Rock,The Roots,https://genius.com/The-roots-black-rock-lyrics,"Richard Nichols,Dice Raw,Black Thought,Questlove",Dice Raw
40511,Boom!,The Roots,https://genius.com/The-roots-boom-lyrics,"Mel ""Chaos"" Lewis",Dice Raw
40418,Bread and Butter,The Roots,https://genius.com/The-roots-bread-and-butter-lyrics,,Truck North
6346,Break You Off,The Roots,https://genius.com/The-roots-break-you-off-lyrics,,Musiq Soulchild
985580,Break You Off (instrumental),The Roots,https://genius.com/The-roots-break-you-off-instrumental-lyrics,,
1106511,Break You Off (original version),The Roots,https://genius.com/The-roots-break-you-off-original-version-lyrics,,D'Angelo
1833688,Break You Off (Radio Edit),The Roots,https://genius.com/The-roots-break-you-off-radio-edit-lyrics,,
40493,Break You Off (Single Version),The Roots,https://genius.com/The-roots-break-you-off-single-version-lyrics,,Musiq Soulchild
40425,Can't Stop This,The Roots,https://genius.com/The-roots-cant-stop-this-lyrics,"Randy Watson Experience,J Dilla",
2479032,Champion,The Roots,https://genius.com/The-roots-champion-lyrics,,
40419,Clock with No Hands,The Roots,https://genius.com/The-roots-clock-with-no-hands-lyrics,"Brook D'Leau,Khari Mateen",
40426,Clones,The Roots,https://genius.com/The-roots-clones-lyrics,Kelo,"Marz (Producer),Dice Raw"
40462,Common Dust,The Roots,https://genius.com/The-roots-common-dust-lyrics,The Roots,
530579,Compared To What,The Roots,https://genius.com/The-roots-compared-to-what-lyrics,"Bob Emmer,Nesuhi Ertegun",John Legend
40472,Complexity,The Roots,https://genius.com/The-roots-complexity-lyrics,"Lamar ""Mars"" Edwards,Questlove,Grand Wizzards",Jill Scott
3547,Concerto of the Desperado,The Roots,https://genius.com/The-roots-concerto-of-the-desperado-lyrics,Kelo,
1125,Criminal,The Roots,https://genius.com/The-roots-criminal-lyrics,Khari Mateen,"Saigon,Truck North"
1103598,Dat Scat,The Roots,https://genius.com/The-roots-dat-scat-lyrics,,
40386,Datskat,The Roots,https://genius.com/The-roots-datskat-lyrics,"A.J. Shine,Grand Negaz",
1533439,Dave vs. US,The Roots,https://genius.com/The-roots-dave-vs-us-lyrics,,
588,Dear God 2.0,The Roots,https://genius.com/The-roots-dear-god-20-lyrics,"Pedro Martinez,Richard Nichols,Questlove",Monsters of Folk
1988744,Dear god 2.0 - single version,The Roots,https://genius.com/The-roots-dear-god-20-single-version-lyrics,,
40414,Diedre vs. Dice,The Roots,https://genius.com/The-roots-diedre-vs-dice-lyrics,"The Roots,Grand Wizzards",Dice Raw
429871,Dies Irae,The Roots,https://genius.com/The-roots-dies-irae-lyrics,,Michel Chion
2310575,Dillatude: The Flight of Titus,The Roots,https://genius.com/The-roots-dillatude-the-flight-of-titus-lyrics,"Ray Angry,Questlove",
1672050,Din Da Da,The Roots,https://genius.com/The-roots-din-da-da-lyrics,,
40387,Distortion to Static,The Roots,https://genius.com/The-roots-distortion-to-static-lyrics,"Grand Negaz,A.J. Shine",
1034483,Distortion to Static (At Ease Microphone Check mix),The Roots,https://genius.com/The-roots-distortion-to-static-at-ease-microphone-check-mix-lyrics,,
1534578,Distortion to Static (At Ease mix),The Roots,https://genius.com/The-roots-distortion-to-static-at-ease-mix-lyrics,,
1711277,Distortion to Static (Black Thought mix),The Roots,https://genius.com/The-roots-distortion-to-static-black-thought-mix-lyrics,,
1243179,Distortion to Static (Bob Power Bass mix),The Roots,https://genius.com/The-roots-distortion-to-static-bob-power-bass-mix-lyrics,,
40494,Distortion to Static (Freestyle Mix),The Roots,https://genius.com/The-roots-distortion-to-static-freestyle-mix-lyrics,,Dice Raw
1608868,Distortion to Static (Ques Jim mix),The Roots,https://genius.com/The-roots-distortion-to-static-ques-jim-mix-lyrics,,
585,Doin It Again,The Roots,https://genius.com/The-roots-doin-it-again-lyrics,Questlove,John Legend
329,Don't Feel Right,The Roots,https://genius.com/The-roots-dont-feel-right-lyrics,Tahir,Maimouna Youssef
2235585,Don't Feel Right - Album Version (Edited) (Full Length),The Roots,https://genius.com/The-roots-dont-feel-right-album-version-edited-full-length-lyrics,,
1033228,Don't Say Nothin',The Roots,https://genius.com/The-roots-dont-say-nothin-lyrics,,
2499,Don't Say Nuthin',The Roots,https://genius.com/The-roots-dont-say-nuthin-lyrics,Scott Storch,
1833647,Don't Say Nuthin (J.Period Knight remix),The Roots,https://genius.com/The-roots-dont-say-nuthin-jperiod-knight-remix-lyrics,,
1833724,Don't Say Nuthin' (remix),The Roots,https://genius.com/The-roots-dont-say-nuthin-remix-lyrics,,
40405,Don't See Us,The Roots,https://genius.com/The-roots-dont-see-us-lyrics,"James Poyser,Grand Wizzards","Malik B,Dice Raw"
1833633,Don't See Us (remix),The Roots,https://genius.com/The-roots-dont-see-us-remix-lyrics,,
40404,Double Trouble,The Roots,https://genius.com/The-roots-double-trouble-lyrics,"Chaos,The Roots,Grand Wizzards,Richard Nichols,Kelo","Black Thought,Yasiin Bey"
40397,Do You Want More?!!!??!,The Roots,https://genius.com/The-roots-do-you-want-more-lyrics,"Questlove,A.J. Shine,Black Thought",
40518,Duck Down!,The Roots,https://genius.com/The-roots-duck-down-lyrics,Scott Storch,
366036,Dun,The Roots,https://genius.com/The-roots-dun-lyrics,"Angry,Questlove",
40406,Dynamite!,The Roots,https://genius.com/The-roots-dynamite-lyrics,"The Roots,J Dilla","Black Thought,ELO"
40432,Episodes,The Roots,https://genius.com/The-roots-episodes-lyrics,"Questlove,Chaos","Jazzyfatnastees,Dice Raw"
279721,Essawhamah? (Live),The Roots,https://genius.com/The-roots-essawhamah-live-lyrics,The Roots,
1465220,Essawhamah? (Live at The Soulshack),The Roots,https://genius.com/The-roots-essawhamah-live-at-the-soulshack-lyrics,,
1434978,Essaywhuman?!!!??!,The Roots,https://genius.com/The-roots-essaywhuman-lyrics,,
5867,False Media,The Roots,https://genius.com/The-roots-false-media-lyrics,"Randy Watson Experience,Kamal Gray",Wadud Ahmad
2075282,Finality (4th Movement),The Roots,https://genius.com/The-roots-finality-4th-movement-lyrics,"Questlove,Richard Nichols,Ray Angry",
40504,For the Love of Money,The Roots,https://genius.com/The-roots-for-the-love-of-money-lyrics,,DJ Cash Money
738481,"""Game Of Thrones"" Rap Season 4",The Roots,https://genius.com/The-roots-game-of-thrones-rap-season-4-lyrics,,Jimmy Fallon
2463696,Game of Thrones Season 6,The Roots,https://genius.com/The-roots-game-of-thrones-season-6-lyrics,,
1421,Game Theory,The Roots,https://genius.com/The-roots-game-theory-lyrics,Khari Mateen,
458,Get Busy,The Roots,https://genius.com/The-roots-get-busy-lyrics,"Ritz Reynolds,The Roots","Peedi Crakk,Dice Raw"
40496,Glitches (The Skin You're In),The Roots,https://genius.com/The-roots-glitches-the-skin-youre-in-lyrics,Scott Storch,Amel Larrieux
40464,Good Music,The Roots,https://genius.com/The-roots-good-music-lyrics,The Roots,
40470,Good Music (Preclude),The Roots,https://genius.com/The-roots-good-music-preclude-lyrics,The Roots,
1248637,Good Music (Prelude),The Roots,https://genius.com/The-roots-good-music-prelude-lyrics,,
40483,Grand Return,The Roots,https://genius.com/The-roots-grand-return-lyrics,,"Wadud Ahmad,Dice Raw"
40467,Grits,The Roots,https://genius.com/The-roots-grits-lyrics,The Roots,
40512,Guns Are Drawn,The Roots,https://genius.com/The-roots-guns-are-drawn-lyrics,"Richard Nichols,Frank Knuckles,Anthony Tidd,Questlove",
40517,Hard Times,The Roots,https://genius.com/The-roots-hard-times-lyrics,,John Legend
1437719,Hardware,The Roots,https://genius.com/The-roots-hardware-lyrics,,
40433,Here I Come,The Roots,https://genius.com/The-roots-here-i-come-lyrics,"Pedro Martinez,Owen Biddle,Brook D'Leau,Richard Nichols",Dice Raw
589,How I Got Over,The Roots,https://genius.com/The-roots-how-i-got-over-lyrics,"Jeremy Grenhart,Richard Nichols,Dice Raw,Questlove,Rick Friedrich",Dice Raw
656094,How I Got Over [Credits],The Roots,https://genius.com/The-roots-how-i-got-over-credits-lyrics,,
1799226,Hurricane,The Roots,https://genius.com/The-roots-hurricane-lyrics,,
625,Hustla,The Roots,https://genius.com/The-roots-hustla-lyrics,"Questlove,Diplo",STS
49136,I Can't Help It,The Roots,https://genius.com/The-roots-i-cant-help-it-lyrics,"Richard Nichols,The Roots","Greg Porn,Mercedes Martinez,Malik B,Dice Raw"
530581,I Can't Write Left Handed,The Roots,https://genius.com/The-roots-i-cant-write-left-handed-lyrics,,John Legend
5869,I Don't Care,The Roots,https://genius.com/The-roots-i-dont-care-lyrics,"Richard Nichols,Frank Knuckles,Anthony Tidd,Questlove",Dom
40465,I'm Out Deah,The Roots,https://genius.com/The-roots-im-out-deah-lyrics,The Roots,
548258,In Love With The Mic,The Roots,https://genius.com/The-roots-in-love-with-the-mic-lyrics,,"Truck North,Skillz,Dave Chappelle"
6330,In The Music,The Roots,https://genius.com/The-roots-in-the-music-lyrics,"Richard Nichols,Kevin Hanson,Pedro Martinez,Owen Biddle","Malik B,PORN"
1985590,Intro,The Roots,https://genius.com/The-roots-intro-lyrics,,
715916,Intro/There's Something Goin' On,The Roots,https://genius.com/The-roots-intro-theres-something-goin-on-lyrics,,
40398,I Remain Calm,The Roots,https://genius.com/The-roots-i-remain-calm-lyrics,"Questlove,Black Thought",
58503,I Remember,The Roots,https://genius.com/The-roots-i-remember-lyrics,"Khari Mateen,Questlove",
40438,Ital (The Universal Side),The Roots,https://genius.com/The-roots-ital-the-universal-side-lyrics,"Grand Negaz,The Ummah",Q-Tip
40447,It Just Don't Stop,The Roots,https://genius.com/The-roots-it-just-dont-stop-lyrics,Kelo,Dice Raw
1069583,It's Comin',The Roots,https://genius.com/The-roots-its-comin-lyrics,,
3147,I Will Not Apologize,The Roots,https://genius.com/The-roots-i-will-not-apologize-lyrics,"The Roots,Richard Nichols","Greg Porn,Dice Raw"
40522,I Wish I Knew How it Would Feel to Be Free,The Roots,https://genius.com/The-roots-i-wish-i-knew-how-it-would-feel-to-be-free-lyrics,,John Legend
58435,Kool On,The Roots,https://genius.com/The-roots-kool-on-lyrics,Questlove,"Truck North,Greg Porn"
40389,Lazy Afternoon,The Roots,https://genius.com/The-roots-lazy-afternoon-lyrics,"Questlove,Black Thought",
40463,Leonard I-V,The Roots,https://genius.com/The-roots-leonard-i-v-lyrics,The Roots,
58502,Lighthouse,The Roots,https://genius.com/The-roots-lighthouse-lyrics,"Rick Friedrich,Questlove",Dice Raw
40521,Little Ghetto Boy,The Roots,https://genius.com/The-roots-little-ghetto-boy-lyrics,,John Legend
40519,Little Ghetto Boy (Prelude),The Roots,https://genius.com/The-roots-little-ghetto-boy-prelude-lyrics,,"Malik Yusef,John Legend"
40424,Livin' in a New World,The Roots,https://genius.com/The-roots-livin-in-a-new-world-lyrics,Khari Mateen,John-John
40427,Long Time,The Roots,https://genius.com/The-roots-long-time-lyrics,"Darryl Robinson,Kevin Hanson,Owen Biddle,Lamar ""Mars"" Edwards,Richard Nichols","Peddi Peddi,Dice Raw"
40492,Lost Desire,The Roots,https://genius.com/The-roots-lost-desire-lyrics,"The Roots,Khari Mateen","Talib Kweli,Malik B,Mercedes Martinez"
1551368,"Lovely, Love My Family",The Roots,https://genius.com/The-roots-lovely-love-my-family-lyrics,,
1160745,Love Of My Life (Featuring Common),The Roots,https://genius.com/The-roots-love-of-my-life-featuring-common-lyrics,,
57392,Make My,The Roots,https://genius.com/The-roots-make-my-lyrics,"Angry,Questlove,Khari Mateen","Dice Raw,Big K.R.I.T."
40393,Mellow My Man,The Roots,https://genius.com/The-roots-mellow-my-man-lyrics,"A.J. Shine,Grand Negaz",
893212,Mellow My Man (Jusufckwithis),The Roots,https://genius.com/The-roots-mellow-my-man-jusufckwithis-lyrics,,
1538229,Meltin' Pot,The Roots,https://genius.com/The-roots-meltin-pot-lyrics,,
2899239,My Shot (Rise Up Remix),The Roots,https://genius.com/The-roots-my-shot-rise-up-remix-lyrics,Mike Elizondo,"Nate Ruess,Joell Ortiz,Busta Rhymes"
428878,Never,The Roots,https://genius.com/The-roots-never-lyrics,"Richard Nichols,Black Thought,Questlove,Trapzillas,Mike Jerz",Patty Crash
40435,No Alibi,The Roots,https://genius.com/The-roots-no-alibi-lyrics,"Grand Negaz,Chaos",
40434,No Great Pretender,The Roots,https://genius.com/The-roots-no-great-pretender-lyrics,Grand Negaz,
2125514,No hometro/proceed 2,The Roots,https://genius.com/The-roots-no-hometro-proceed-2-lyrics,,
2899233,No John Trumbull (Intro),The Roots,https://genius.com/The-roots-no-john-trumbull-intro-lyrics,"Questlove,Black Thought",
637,Now or Never,The Roots,https://genius.com/The-roots-now-or-never-lyrics,"Jeremy Grenhart,Questlove,Dice Raw","Phonte,Dice Raw"
1378030,One Shine,The Roots,https://genius.com/The-roots-one-shine-lyrics,,Joshua Redman
58434,One Time,The Roots,https://genius.com/The-roots-one-time-lyrics,"Ritz Reynolds,Questlove","Phonte,Dice Raw"
40523,Our Generation (The Hope of the World),The Roots,https://genius.com/The-roots-our-generation-the-hope-of-the-world-lyrics,,"C.L. Smooth,John Legend"
1185602,Outro,The Roots,https://genius.com/The-roots-outro-lyrics,,
40436,Panic!!!!!,The Roots,https://genius.com/The-roots-panic-lyrics,"Grand Negaz,Rahzel",
40479,Pass the Popcorn,The Roots,https://genius.com/The-roots-pass-the-popcorn-lyrics,The Roots,
1656901,Pass the Popcorn (Revisited),The Roots,https://genius.com/The-roots-pass-the-popcorn-revisited-lyrics,,
40469,Peace,The Roots,https://genius.com/The-roots-peace-lyrics,The Roots,
2310346,Phrenology [Credits],The Roots,https://genius.com/The-roots-phrenology-credits-lyrics,,
2310350,Phrentrow,The Roots,https://genius.com/The-roots-phrentrow-lyrics,"Lamar ""Mars"" Edwards,Questlove",Ursula Rucker
40460,Popcorn Revisited,The Roots,https://genius.com/The-roots-popcorn-revisited-lyrics,The Roots,
2835475,Possibility (2nd Movement),The Roots,https://genius.com/The-roots-possibility-2nd-movement-lyrics,"Ray Angry,Questlove,Richard Nichols",
40395,Proceed,The Roots,https://genius.com/The-roots-proceed-lyrics,"A.J. Shine,Grand Negaz",
40449,Proceed II,The Roots,https://genius.com/The-roots-proceed-ii-lyrics,Grand Negaz,Roy Ayers
40499,Proceed III,The Roots,https://genius.com/The-roots-proceed-iii-lyrics,,Bahamadia
40503,Proceed IV (AJ Shine's Proceed w/o a Pause),The Roots,https://genius.com/The-roots-proceed-iv-aj-shines-proceed-w-o-a-pause-lyrics,,
1834219,Proceed IV (AJ Shine's W/o A Pause Mix),The Roots,https://genius.com/The-roots-proceed-iv-aj-shines-w-o-a-pause-mix-lyrics,,
1300297,Proceed (live at The Supper Club),The Roots,https://genius.com/The-roots-proceed-live-at-the-supper-club-lyrics,,
40500,Proceed V,The Roots,https://genius.com/The-roots-proceed-v-lyrics,Da Beatminerz,
1833824,Proceed V (Da Beatminerz remix),The Roots,https://genius.com/The-roots-proceed-v-da-beatminerz-remix-lyrics,,
40431,Push Up Ya Lighter,The Roots,https://genius.com/The-roots-push-up-ya-lighter-lyrics,"Grand Negaz,Kelo",Bahamadia
40477,Pussy Galore,The Roots,https://genius.com/The-roots-pussy-galore-lyrics,"Zukhan,Scott Storch",
40475,Quills,The Roots,https://genius.com/The-roots-quills-lyrics,"Karriem Riggins,Grand Wizzards",
598,Radio Daze,The Roots,https://genius.com/The-roots-radio-daze-lyrics,"Jeremy Grenhart,Questlove,Dice Raw",
366043,Redford (For Yia-Yia & Pappou),The Roots,https://genius.com/The-roots-redford-for-yia-yia-and-pappou-lyrics,Sufjan Stevens,
40437,Respond/React,The Roots,https://genius.com/The-roots-respond-react-lyrics,"Black Thought,Kelo",
1224051,Respond / React (clean),The Roots,https://genius.com/The-roots-respond-react-clean-lyrics,,
1234712,Respond / React (instrumental),The Roots,https://genius.com/The-roots-respond-react-instrumental-lyrics,,
1073414,Respond / React (LP version),The Roots,https://genius.com/The-roots-respond-react-lp-version-lyrics,,
40491,Rhymes and Ammo,The Roots,https://genius.com/The-roots-rhymes-and-ammo-lyrics,Grand Wizzards,"Dice Raw,Talib Kweli"
40474,Rhymes And Ammo (Remix),The Roots,https://genius.com/The-roots-rhymes-and-ammo-remix-lyrics,,Talib Kweli
1833954,Rhymes And Ammo/Thirsty!,The Roots,https://genius.com/The-roots-rhymes-and-ammo-thirsty-lyrics,,
593,Right On,The Roots,https://genius.com/The-roots-right-on-lyrics,"Alectrick.Korn,Questlove","Joanna Newsom,STS"
3166,Rising Down,The Roots,https://genius.com/The-roots-rising-down-lyrics,Questlove,"Yasiin Bey,Styles P"
40487,Rising Up,The Roots,https://genius.com/The-roots-rising-up-lyrics,"Questlove,James Poyser","Chrisette Michele,Wale"
40476,Rock You,The Roots,https://genius.com/The-roots-rock-you-lyrics,"DJ Scratch,Grand Wizzards",
40478,Rolling With Heat,The Roots,https://genius.com/The-roots-rolling-with-heat-lyrics,Grand Wizzards,"Dice Raw,Talib Kweli"
40506,Roots and Aphillyation Unreleased,The Roots,https://genius.com/The-roots-roots-and-aphillyation-unreleased-lyrics,,Aphillyation
40480,Sacrifice,The Roots,https://genius.com/The-roots-sacrifice-lyrics,"Kamal Gray,Kamiah Gray",Nelly Furtado
40444,Sacrifice (Live on BBC Radio One),The Roots,https://genius.com/The-roots-sacrifice-live-on-bbc-radio-one-lyrics,,
1038425,Sacrifice (live on BBC Radio One's Worldwide Show With Giles Peterson),The Roots,https://genius.com/The-roots-sacrifice-live-on-bbc-radio-ones-worldwide-show-with-giles-peterson-lyrics,,
40440,Section,The Roots,https://genius.com/The-roots-section-lyrics,"Grand Negaz,Kelo",
40524,Shine,The Roots,https://genius.com/The-roots-shine-lyrics,,John Legend
40396,Silent Treatment,The Roots,https://genius.com/The-roots-silent-treatment-lyrics,"A.J. Shine,Grand Negaz",
40502,Silent Treatment (Beatminerz Remix),The Roots,https://genius.com/The-roots-silent-treatment-beatminerz-remix-lyrics,,
1482530,Silent Treatment (Black Thought's '87 You and Yours mix-clean),The Roots,https://genius.com/The-roots-silent-treatment-black-thoughts-87-you-and-yours-mix-clean-lyrics,,
1382330,Silent Treatment (Black Thought's 87 You & Yours mix),The Roots,https://genius.com/The-roots-silent-treatment-black-thoughts-87-you-and-yours-mix-lyrics,,
1155416,Silent Treatment (Black Thought's bonus beats),The Roots,https://genius.com/The-roots-silent-treatment-black-thoughts-bonus-beats-lyrics,,
1343745,Silent Treatment (Da Beatminerz bonus beats),The Roots,https://genius.com/The-roots-silent-treatment-da-beatminerz-bonus-beats-lyrics,,
1642210,Silent Treatment (Da Beatminerz mix),The Roots,https://genius.com/The-roots-silent-treatment-da-beatminerz-mix-lyrics,,
862827,Silent Treatment (Da Beatminerz mix-clean),The Roots,https://genius.com/The-roots-silent-treatment-da-beatminerz-mix-clean-lyrics,,
922551,Silent Treatment (Kelo's bonus Beats),The Roots,https://genius.com/The-roots-silent-treatment-kelos-bonus-beats-lyrics,,
928732,Silent Treatment (Kelo's mix),The Roots,https://genius.com/The-roots-silent-treatment-kelos-mix-lyrics,,
931376,Silent Treatment (Kelo's mix-clean),The Roots,https://genius.com/The-roots-silent-treatment-kelos-mix-clean-lyrics,,
899323,Silent Treatment (Questions mix),The Roots,https://genius.com/The-roots-silent-treatment-questions-mix-lyrics,,
1342366,Silent Treatment (Question's mix-clean),The Roots,https://genius.com/The-roots-silent-treatment-questions-mix-clean-lyrics,,
1381333,Silent Treatment (radio edit),The Roots,https://genius.com/The-roots-silent-treatment-radio-edit-lyrics,,
1082015,Silent Treatment (Street mix),The Roots,https://genius.com/The-roots-silent-treatment-street-mix-lyrics,,
40488,Singing Man,The Roots,https://genius.com/The-roots-singing-man-lyrics,"Khari Mateen,The Roots","Greg Porn,Truck North,Dice Raw"
58283,Sleep,The Roots,https://genius.com/The-roots-sleep-lyrics,"Questlove,Hot Sugar",Aaron Livingston
40514,Somebody's Gotta Do It,The Roots,https://genius.com/The-roots-somebodys-gotta-do-it-lyrics,Tahir,"Mack dub,Devin The Dude,Jean Grae"
40473,Something in the Way of Things (In Town),The Roots,https://genius.com/The-roots-something-in-the-way-of-things-in-town-lyrics,Grand Wizzards,Amiri Baraka
1956482,Star,The Roots,https://genius.com/The-roots-star-lyrics,,
40513,Star/Pointro,The Roots,https://genius.com/The-roots-star-pointro-lyrics,Questlove,
40516,Stay Cool,The Roots,https://genius.com/The-roots-stay-cool-lyrics,"Mel ""Chaos"" Lewis",
5217,Step Into The Realm,The Roots,https://genius.com/The-roots-step-into-the-realm-lyrics,"The Roots,Grand Wizzards","Black Thought,Dice Raw,Malik B"
1412921,Step Into the Relm,The Roots,https://genius.com/The-roots-step-into-the-relm-lyrics,,
58433,Stomp,The Roots,https://genius.com/The-roots-stomp-lyrics,"L.V.,Sean C","Greg Porn,Just Blaze"
1833992,Superlyrical,The Roots,https://genius.com/The-roots-superlyrical-lyrics,,
40400,Swept Away,The Roots,https://genius.com/The-roots-swept-away-lyrics,"Grand Negaz,A.J. Shine",
40459,Table of Contents Part 3,The Roots,https://genius.com/The-roots-table-of-contents-part-3-lyrics,,
40411,Table of Contents (Parts 1 & 2),The Roots,https://genius.com/The-roots-table-of-contents-parts-1-and-2-lyrics,The Roots,"Dice Raw,Black Thought,Malik B"
1834063,"Table Of Contents, Pts. 1-2",The Roots,https://genius.com/The-roots-table-of-contents-pts-1-2-lyrics,,
40429,Take it There,The Roots,https://genius.com/The-roots-take-it-there-lyrics,"Adam Blackstone,Kevin Hanson,Pedro Martinez,Richard Nichols,Questlove",
40508,Tao of the Machine,The Roots,https://genius.com/The-roots-tao-of-the-machine-lyrics,BT,BT
40442,The Adventures in Wonderland,The Roots,https://genius.com/The-roots-the-adventures-in-wonderland-lyrics,"Grand Negaz,Questlove",Ursula Rucker
40461,The Anti-Circle,The Roots,https://genius.com/The-roots-the-anti-circle-lyrics,The Roots,
429271,The Coming,The Roots,https://genius.com/The-roots-the-coming-lyrics,"Richard Nichols,Joseph Simmons,DD Jackson,Black Thought,Questlove",Mercedes Martinez
428812,The Dark (Trinity),The Roots,https://genius.com/The-roots-the-dark-trinity-lyrics,"Richard Nichols,Damion Ward,Black Thought,Questlove","Greg Porn,Dice Raw"
595,The Day,The Roots,https://genius.com/The-roots-the-day-lyrics,"Richard Nichols,The Roots",
429265,The Devil,The Roots,https://genius.com/The-roots-the-devil-lyrics,,
591,The Fire,The Roots,https://genius.com/The-roots-the-fire-lyrics,"Richard Nichols,Dice Raw,Questlove,Rick Friedrich",John Legend
40507,The Good The Bad and the Desolate,The Roots,https://genius.com/The-roots-the-good-the-bad-and-the-desolate-lyrics,Grand Negaz,"Shanky Don,Dice Raw"
40430,The Hypnotic,The Roots,https://genius.com/The-roots-the-hypnotic-lyrics,"Slimkid3,John ""L.A. Jay"" Barnes,Questlove",D'Angelo
1713296,The Lesson,The Roots,https://genius.com/The-roots-the-lesson-lyrics,,Dice Raw
1172755,The Lesson Part 1,The Roots,https://genius.com/The-roots-the-lesson-part-1-lyrics,,
40501,The Lesson Part 3 (It's Over Now),The Roots,https://genius.com/The-roots-the-lesson-part-3-its-over-now-lyrics,"James Poyser,Questlove","Jaguar,Dice Raw"
611,"The Lesson, Pt. 1",The Roots,https://genius.com/The-roots-the-lesson-pt-1-lyrics,"Questlove,A.J. Shine",Dice Raw
2075537,The lesson pt. 3,The Roots,https://genius.com/The-roots-the-lesson-pt-3-lyrics,,
428807,Theme from Middle of the Night,The Roots,https://genius.com/The-roots-theme-from-middle-of-the-night-lyrics,,Nina Simone
40409,The Next Movement,The Roots,https://genius.com/The-roots-the-next-movement-lyrics,"Questlove,Kamal Gray","Jazzyfatnastees,DJ Jazzy Jeff"
40510,The 'Notic,The Roots,https://genius.com/The-roots-the-notic-lyrics,"James Poyser,Kelo,The Roots",D'Angelo
58432,The OtherSide,The Roots,https://genius.com/The-roots-the-otherside-lyrics,"Richard Nichols,James Poyser,Questlove","Black Thought,Greg Porn,Bilal"
40410,The Return to Innocence Lost,The Roots,https://genius.com/The-roots-the-return-to-innocence-lost-lyrics,"The Roots,Grand Wizzards",Ursula Rucker
40466,The Roots is Comin',The Roots,https://genius.com/The-roots-the-roots-is-comin-lyrics,The Roots,
987867,The Seed,The Roots,https://genius.com/The-roots-the-seed-lyrics,,
613,The Seed (2.0),The Roots,https://genius.com/The-roots-the-seed-20-lyrics,"Questlove,Cody Chesnutt",Cody Chesnutt
1946730,The Seed (2.0) - Radio Edit,The Roots,https://genius.com/The-roots-the-seed-20-radio-edit-lyrics,,
2228621,The Seed/Melting Pot/Web - Live on BBC Radio One's Worldwide Show with Gilles Peterson,The Roots,https://genius.com/The-roots-the-seed-melting-pot-web-live-on-bbc-radio-ones-worldwide-show-with-gilles-peterson-lyrics,,
